StateID,Time(s),Position(m),Speed(m/s),Acceleration(m/s^2),constrainedPosition(m),desiredPosition(m),expectedDeisiredPosition(m),deviatedDesiredDisplacement(m)
0,0.0,-19.33,0.00,0.00,0.00,0.00,0.00,0.00
1,1.2,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
2,2.4,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
3,3.6,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
4,4.8,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
5,6.0,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
6,7.2,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
7,8.4,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
8,9.6,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
9,10.8,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
10,12.0,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
11,13.2,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
12,14.4,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
13,15.6,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
14,16.8,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
15,18.0,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
16,19.2,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
17,20.4,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
18,21.6,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
19,22.8,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
20,24.0,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
21,25.2,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
22,26.4,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
23,27.6,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
24,28.8,-19.33,0.00,0.00,-19.33,-17.98,-17.98,0.00
